,Adj Close,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
,600028.SS,601857.SS,600028.SS,601857.SS,600028.SS,601857.SS,600028.SS,601857.SS,600028.SS,601857.SS,600028.SS,601857.SS
Date,,,,,,,,,,,,
2020-02-17,3.516207695007324,4.7639594078063965,4.78000020980835,5.380000114440918,4.789999961853027,5.380000114440918,4.699999809265137,5.269999980926514,4.710000038146973,5.289999961853027,105985899,84392095
2020-02-18,3.4941391944885254,4.737394332885742,4.75,5.349999904632568,4.789999961853027,5.380000114440918,4.739999771118164,5.329999923706055,4.78000020980835,5.380000114440918,118694864,74201915
2020-02-19,3.4867825508117676,4.719683647155762,4.739999771118164,5.329999923706055,4.769999980926514,5.360000133514404,4.730000019073486,5.320000171661377,4.760000228881836,5.349999904632568,93438092,74189083
2020-02-20,3.5235633850097656,4.7639594078063965,4.789999961853027,5.380000114440918,4.789999961853027,5.380000114440918,4.75,5.320000171661377,4.760000228881836,5.349999904632568,120382688,105637160
2020-02-21,3.5235633850097656,4.7551045417785645,4.789999961853027,5.369999885559082,4.789999961853027,5.380000114440918,4.769999980926514,5.340000152587891,4.769999980926514,5.349999904632568,98260316,113816298
2020-02-24,3.4720711708068848,4.675409317016602,4.71999979019165,5.28000020980835,4.769999980926514,5.340000152587891,4.710000038146973,5.269999980926514,4.760000228881836,5.340000152587891,129218143,138156164
2020-02-25,3.427934169769287,4.595714569091797,4.659999847412109,5.190000057220459,4.690000057220459,5.21999979019165,4.639999866485596,5.150000095367432,4.670000076293945,5.199999809265137,145495444,150412876
2020-02-26,3.4426465034484863,4.622279644012451,4.679999828338623,5.21999979019165,4.699999809265137,5.239999771118164,4.610000133514404,5.119999885559082,4.630000114440918,5.150000095367432,143614067,160220097
2020-02-27,3.427934169769287,4.578005313873291,4.659999847412109,5.170000076293945,4.690000057220459,5.210000038146973,4.650000095367432,5.159999847412109,4.679999828338623,5.199999809265137,103337553,136252257
2020-02-28,3.3837974071502686,4.4894561767578125,4.599999904632568,5.070000171661377,4.650000095367432,5.139999866485596,4.559999942779541,5.059999942779541,4.610000133514404,5.110000133514404,166939152,209149489
2020-03-02,3.4573585987091064,4.578005313873291,4.699999809265137,5.170000076293945,4.730000019073486,5.179999828338623,4.619999885559082,5.099999904632568,4.619999885559082,5.110000133514404,155087910,139114686
2020-03-03,3.464714765548706,4.595714569091797,4.710000038146973,5.190000057220459,4.760000228881836,5.239999771118164,4.679999828338623,5.170000076293945,4.739999771118164,5.230000019073486,132749282,125035559
2020-03-04,3.464714765548706,4.586860179901123,4.710000038146973,5.179999828338623,4.730000019073486,5.190000057220459,4.690000057220459,5.150000095367432,4.710000038146973,5.179999828338623,79927735,89700352
2020-03-05,3.5235633850097656,4.6488447189331055,4.789999961853027,5.25,4.800000190734863,5.25,4.71999979019165,5.179999828338623,4.739999771118164,5.199999809265137,160771353,153980518
2020-03-06,3.5235633850097656,4.604569911956787,4.789999961853027,5.199999809265137,4.820000171661377,5.21999979019165,4.730000019073486,5.170000076293945,4.760000228881836,5.199999809265137,161577424,109633592
2020-03-09,3.6118361949920654,4.560295581817627,4.909999847412109,5.150000095367432,5.0,5.239999771118164,4.599999904632568,5.019999980926514,4.730000019073486,5.059999942779541,518234309,226621865
2020-03-10,3.5456316471099854,4.560295581817627,4.820000171661377,5.150000095367432,4.909999847412109,5.159999847412109,4.71999979019165,5.059999942779541,4.849999904632568,5.099999904632568,263397874,135358732
2020-03-11,3.4941391944885254,4.5337300300598145,4.75,5.119999885559082,4.809999942779541,5.170000076293945,4.75,5.110000133514404,4.809999942779541,5.150000095367432,150508927,85888083
2020-03-12,3.413222074508667,4.4894561767578125,4.639999866485596,5.070000171661377,4.739999771118164,5.110000133514404,4.619999885559082,5.059999942779541,4.699999809265137,5.079999923706055,175036426,94317442
2020-03-13,3.347017288208008,4.462891101837158,4.550000190734863,5.039999961853027,4.590000152587891,5.079999923706055,4.510000228881836,4.920000076293945,4.519999980926514,5.0,206569738,134749475
2020-03-16,3.4058659076690674,4.45403528213501,4.630000114440918,5.03000020980835,4.769999980926514,5.130000114440918,4.579999923706055,5.019999980926514,4.579999923706055,5.050000190734863,266571412,117961612
2020-03-17,3.3764419555664062,4.436326026916504,4.590000152587891,5.010000228881836,4.670000076293945,5.059999942779541,4.510000228881836,4.949999809265137,4.619999885559082,5.010000228881836,154084983,95482098
2020-03-18,3.332305431365967,4.383195877075195,4.53000020980835,4.949999809265137,4.619999885559082,5.03000020980835,4.519999980926514,4.949999809265137,4.590000152587891,5.010000228881836,141096749,86839957
2020-03-19,3.273456573486328,4.321212291717529,4.449999809265137,4.880000114440918,4.539999961853027,4.960000038146973,4.409999847412109,4.849999904632568,4.510000228881836,4.940000057220459,145717278,130684222
2020-03-20,3.3175930976867676,4.347776889801025,4.510000228881836,4.909999847412109,4.53000020980835,4.940000057220459,4.449999809265137,4.869999885559082,4.5,4.920000076293945,98918673,103204371
2020-03-23,3.258744239807129,4.2592267990112305,4.429999828338623,4.809999942779541,4.46999979019165,4.849999904632568,4.409999847412109,4.800000190734863,4.449999809265137,4.840000152587891,86949901,106705582
2020-03-24,3.295524835586548,4.285791873931885,4.480000019073486,4.840000152587891,4.489999771118164,4.869999885559082,4.449999809265137,4.800000190734863,4.460000038146973,4.840000152587891,81316393,105155949
2020-03-25,3.324948787689209,4.303502082824707,4.519999980926514,4.860000133514404,4.550000190734863,4.880000114440918,4.5,4.840000152587891,4.550000190734863,4.869999885559082,86446885,151650210
2020-03-26,3.3028805255889893,4.241517543792725,4.489999771118164,4.789999961853027,4.53000020980835,4.849999904632568,4.480000019073486,4.78000020980835,4.519999980926514,4.849999904632568,69709901,155892679
2020-03-27,3.3028805255889893,4.197242259979248,4.489999771118164,4.739999771118164,4.53000020980835,4.809999942779541,4.46999979019165,4.730000019073486,4.519999980926514,4.800000190734863,75602602,209053431
2020-03-30,3.2881689071655273,4.090982913970947,4.46999979019165,4.619999885559082,4.489999771118164,4.690000057220459,4.440000057220459,4.610000133514404,4.489999771118164,4.690000057220459,102476953,146020918
